rank,book,authors,year,country,language
542,Aesop's Fables,Aesop,-560,Greek,Ancient greek
295,The Lost Estate,Henri Alain-Fournier,1913,French,French
296,The House of the Spirits,Isabel Allende,1982,Chilean,Spanish
237,Fairy Tales and Stories,Hans Christian Andersen,1835,Danish,Danish
609,Dom Casmurro,Machado de Assis,1899,Brazilian,Portuguese
118,Confessions,Augustine,397,Roman,Latin
515,Cousin Bette,Honoré de Balzac,1846,French,French
160,The Second Sex,Simone de Beauvoir,1949,French,French
21,The Bible,Unknown,-1400,Jewish,"Hebrew, aramaic, greek"
304,Labyrinths,Jorge Luis Borges,1962,Argentinian,Spanish
34,The Master and Margarita,Mikhail Bulgakov,1967,Russian,Russian
325,If on a Winter's Night a Traveller,Italo Calvino,1979,Italian,Italian
23,The Stranger,Albert Camus,1942,French,French
72,The Plague,Albert Camus,1947,French,French
49,Journey to the End of The Night,Louis-Ferdinand Céline,1932,French,French
8,Don Quixote,Miguel de Cervantes,1605,Spanish,Spanish
535,The Lady with the Dog,Anton Chekhov,1899,Russian,Russian
128,The Stories of Anton Chekhov,Anton Chekhov,1900,Russian,Russian
47,Fictions,Jorge Luis Borges,1944,Argentinian,Spanish
416,The Alchemist,Paulo Coelho,1988,Brazilian,Portuguese
28,The Divine Comedy,Dante Alighieri,1308,Italian,Italian
13,Crime and Punishment,Fyodor Dostoevsky,1866,Russian,Russian
59,The Idiot,Fyodor Dostoevsky,1869,Russian,Russian
92,The Count of Monte Cristo,Alexandre Dumas,1844,French,French
138,The Three Musketeers,Alexandre Dumas,1844,French,French
945,The Maias,Eça de Queirós,1888,Portuguese,Portuguese
112,The Name of the Rose,Umberto Eco,1980,Italian,Italian
544,Bouvard et Pécuchet,Gustave Flaubert,1881,French,French
19,Madame Bovary,Gustave Flaubert,1857,French,French
193,The Interpretation of Dreams,Sigmund Freud,1899,Austrian,German
117,The Diary of a Young Girl,Anne Frank,1947,Dutch,Dutch
171,Love in the Time of Cholera,Gabriel García Márquez,1985,Colombian,Spanish
4,One Hundred Years of Solitude,Gabriel García Márquez,1967,Colombian,Spanish
84,The Tin Drum,Günter Grass,1959,German,German
94,Faust,Johann Wolfgang von Goethe,1808,German,German
97,Dead Souls,Nikolai Gogol,1842,Russian,Russian
311,Household Tales,Brothers Grimm,1812,German,German
214,Hunger,Knut Hamsun,1890,Norwegian,Norwegian
1061,Seven Years in Tibet,Heinrich Harrer,1952,Austrian,German
37,The Iliad,Homer,-750,Greek,Ancient greek
26,The Odyssey,Homer,-740,Greek,Ancient greek
40,Les Misérables,Victor Hugo,1862,French,French
20,The Trial,Franz Kafka,1925,Czech,German
210,Zorba the Greek,Nikos Kazantzakis,1946,Greek,Greek
713,Rubaiyat of Omar Khayyam,Edward FitzGerald,1859,British,English
486,The Quran,Unknown,610,Arabic,Arabic
98,The Unbearable Lightness of Being,Milan Kundera,1984,Czech,Czech
200,Dangerous Liaison,Pierre Choderlos de Laclos,1782,French,French
61,The Leopard,Giuseppe Tomasi di Lampedusa,1958,Italian,Italian
567,Tao Te Ching,Lao Tsu,-300,Chinese,Classical chinese
281,Independent People,Halldor Laxness,1934,Icelandic,Icelandic
675,Complete Poems of Giacomo Leopardi,Giacomo Leopardi,1831,Italian,Italian
847,Call to Arms,Lu Xun,1922,Chinese,Chinese
312,Mahabharata,Vyasa,-400,Indian,Sanskrit
88,Buddenbrooks,Thomas Mann,1901,German,German
29,The Magic Mountain,Thomas Mann,1924,German,German
232,Death in Venice,Thomas Mann,1912,German,German
879,Quotations from Chairman Mao,Mao,1964,Chinese,Chinese
455,The Wind-Up Bird Chronicle,Haruki Murakami,1994,Japanese,Japanese
313,Communist Manifesto,"Karl Marx , Friedrich Engels",1848,German,German
2211,Forbidden Colors,Yukio Mishima,1951,Japanese,Japanese
298,The Confusions of Young Törless,Robert Musil,1906,Austrian,German
1264,My Name is Red,Orhan Pamuk,1998,Turkish,Turkish
306,Pensées,Blaise Pascal,1670,French,French
104,Doctor Zhivago,Boris Pasternak,1957,Russian,Russian
266,"Life, a User's Manual",Georges Perec,1978,French,French
2,In Search of Lost Time,Marcel Proust,1913,French,French
521,Zazie in the Metro,Raymond Queneau,1959,French,French
187,Bonjour Tristesse,Francoise Sagan,1954,French,French
44,The Little Prince,Antoine de Saint-Exupéry,1943,French,French
388,The Words,Jean Paul Sartre,1963,French,French
256,Austerlitz,W. G. Sebald,2001,German,German
1314,The Emigrants,W. G. Sebald,1992,German,German
135,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,1962,Russian,Russian
137,The Charterhouse of Parma,Stendhal,1839,French,French
43,The Red and the Black,Stendhal,1830,French,French
1331,The Makioka Sisters,Junichiro Tanizaki,1948,Japanese,Japanese
10,Anna Karenina,Leo Tolstoy,1877,Russian,Russian
12,War and Peace,Leo Tolstoy,1869,Russian,Russian
1241,The War of the End of the World,Mario Vargas Llosa,1981,Peruvian,Spanish
73,The Aeneid,Virgil,-19,Roman,Latin
1064,I Ching,China,-1000,Chinese,Chinese
203,Invisible Cities,Italo Calvino,1972,Italian,Italian
123,Decameron,Giovanni Boccaccio,1353,Italian,Italian
461,The Lusiad,Luís Vaz Camões,1572,Portuguese,Portuguese
391,The Myth of Sisyphus,Albert Camus,1942,French,French
219,Democracy in America,Alexis de Tocqueville,1835,French,French
80,Essays,Michel de Montaigne,1580,French,French
2320,Balzac and the Little Chinese Seamstress,Dai Sijie,2000,Chinese,French
174,The Good Soldier Švejk,Jaroslav Hašek,1921,Czech,Czech
3415,The Bookseller of Kabul,Asne Seierstad,2002,Norwegian,Norwegian
204,The Gulag Archipelago,Aleksandr Solzhenitsyn,1973,Russian,Russian
162,Steppenwolf,Hermann Hesse,1927,German,German
161,Siddhartha,Hermann Hesse,1922,German,German
811,The Art of War,Sun Tzu,-500,Chinese,Classical chinese
127,The Tale of Genji,Murasaki Shikibu,1001,Japanese,Classical japanese
992,Some Prefer Nettles,Junichiro Tanizaki,1929,Japanese,Japanese
6331,The Half Brother,Lars Saabye Christensen,2001,Norwegian,Norwegian
437,Les Enfants Terribles,Jean Cocteau,1929,French,French
299,The Lover,Marguerite Duras,1984,French,French
4345,The Royal Physician's Visit,Per Olov Enquist,1999,Swedish,Swedish
2622,The Years with Laura Diaz,Carlos Fuentes,1999,Mexican,Spanish
1795,Sophie's World,Jostein Gaarder,1991,Norwegian,Norwegian
3366,Count Julian,Juan Goytisolo,1970,Spanish,Spanish
213,Life and Fate,Vasily Grossman,1980,Russian,Russian
572,Growth of the Soil,Knut Hamsun,1917,Norwegian,Norwegian
1036,The Kon-Tiki Expedition,Thor Heyerdahl,1948,Norwegian,Norwegian
835,Smilla's Sense of Snow,Peter Høeg,1992,Danish,Danish
4034,The Three-Arched Bridge,Ismail Kadare,1978,Albanian,Albanian
721,"Memed, My Hawk",Yashar Kemal,1955,Turkish,Turkish
495,Fateless or Fatelessness,Imre Kertész,1975,Hungarian,Hungarian
931,A Tomb for Boris Davidovich,Danilo Kiš,1976,Serbian,Serbo-croatian
2098,I Will Bear Witness,Victor Klemperer,1995,German,German
1759,Édes Anna,Dezső Kosztolányi,1926,Hungarian,Hungarian
8353,Identity,Milan Kundera,1998,Czech,French
2710,The Romance of the Rose,Guillaume (de Lorris),1230,French,Old french
504,Embers,Sandor Marai,1942,Hungarian,Hungarian
1125,Norwegian Wood,Haruki Murakami,1987,Japanese,Japanese
932,The Gift,Vladimir Nabokov,1938,Russian,Russian
2731,The Twilight of the Idols and The Antichrist,Friedrich Nietzsche,1888,German,German
