rank,book,authors,year,country,language
13,Crime and Punishment,Fyodor Dostoevsky,1866,Russian,Russian
350,Parallel Lives,Plutarch,100,Greek,Greek
277,The Princess of Cleves,Madame de La Fayette,1678,French,French
341,Das Kapital,Karl Marx,1867,German,German
740,Adolphe,Benjamin Constant,1816,Swiss,French
1952,Le Mariage De Figaro,Pierre-Augustin Caron de Beaumarchais,1784,French,French
2156,Les Tragiques,Agrippa d'Aubigné,1616,French,French
3530,Les Destinées,Alfred de Vigny,1864,French,French
1144,Poems of Federico García Lorca,Federico García Lorca,1921,Spanish,Spanish
168,Man's Fate,Andre Malraux,1933,French,French
758,Maxims,François duc de La Rochefoucauld,1665,French,French
2672,Les Caractères,Jean de La Bruyère,1688,French,French
1441,Lettres de madame de Sévigné,Marie de Rabutin-Chantal marquise de Sévigné,1671,French,French
1964,King Ubu,Alfred Jarry,1896,French,French
9531,The Collected Works of Paul Valéry,Paul Valéry,1957,French,French
1923,The Provincial Letters,Blaise Pascal,1656,French,French
524,The Seven Pillars of Wisdom,T. E. Lawrence,1926,British,English
1138,Carmen,Prosper Mérimée,1845,French,French
1337,Fragments,Heraclitus,-500,Greek,Ancient greek
5326,Marivaux,Pierre Carlet de Chamblain de Marivaux,1968,French,Unknown
2693,La légende des siècles,Victor Hugo,1859,French,French
20,The Trial,Franz Kafka,1925,Czech,German
3553,Correspondence,Voltaire,1751,French,French
4528,Calligrammes,Guillaume Apollinaire,1918,French,French
1984,Journals,André Gide,1948,French,French
237,Fairy Tales and Stories,Hans Christian Andersen,1835,Danish,Danish
138,The Three Musketeers,Alexandre Dumas,1844,French,French
321,History of My Life,Giacomo Casanova,1822,Italian,French
48,One Thousand and One Nights,Unknown,800,Multiple,Arabic
150,Lord Jim,Joseph Conrad,1900,British,English
2701,Philosophical Writings,Novalis,1798,German,German
239,Thus Spake Zarathustra,Friedrich Nietzsche,1883,German,German
4042,Three plays,Paul Claudel,1912,French,French
1559,Wry-Blue Loves,Tristan Corbière,1873,French,French
2540,Les Contemplations,Victor Hugo,1856,French,French
2704,Dark Night of the Soul,St. John of the Cross,1578,Spanish,Spanish
97,Dead Souls,Nikolai Gogol,1842,Russian,Russian
73,The Aeneid,Virgil,-19,Roman,Latin
934,The Diary of a Country Priest,Georges Bernanos,1936,French,French
